pokedex_no,name,type1,type2,moves,hp,attack,defense,special-attack,special-defense,speed
553,krookodile,ground,dark,"[['mega-punch', 'normal'], ['cut', 'normal'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['body-slam', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['bite', 'dark'], ['roar', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['strength', 'normal'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['sludge-bomb', 'poison'], ['mud-slap', 'ground'], ['outrage', 'dragon'], ['sandstorm', 'rock'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['beat-up', 'dark'], ['uproar', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['superpower', 'fighting'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['sand-tomb', 'ground'], ['aerial-ace', 'flying'], ['block', 'normal'], ['dragon-claw', 'dragon'], ['bulk-up', 'fighting'], ['mud-shot', 'ground'], ['close-combat', 'fighting'], ['payback', 'dark'], ['assurance', 'dark'], ['embargo', 'dark'], ['fling', 'dark'], ['dark-pulse', 'dark'], ['aqua-tail', 'water'], ['dragon-pulse', 'dragon'], ['focus-blast', 'fighting'], ['earth-power', 'ground'], ['giga-impact', 'normal'], ['shadow-claw', 'ghost'], ['thunder-fang', 'electric'], ['fire-fang', 'fire'], ['gunk-shot', 'poison'], ['stone-edge', 'rock'], ['stealth-rock', 'rock'], ['grass-knot', 'grass'], ['hone-claws', 'dark'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['foul-play', 'dark'], ['round', 'normal'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['bulldoze', 'ground'], ['dragon-tail', 'dragon'], ['snarl', 'dark'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['darkest-lariat', 'dark'], ['high-horsepower', 'ground'], ['throat-chop', 'dark'], ['power-trip', 'dark'], ['brutal-swing', 'dark'], ['stomping-tantrum', 'ground'], ['breaking-swipe', 'dragon'], ['scale-shot', 'dragon'], ['skitter-smack', 'bug'], ['lash-out', 'dark'], ['scorching-sands', 'ground'], ['tera-blast', 'normal']]",95,117,80,65,70,92
554,darumaka,fire,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['take-down', 'normal'], ['thrash', 'normal'], ['bite', 'dark'], ['roar', 'normal'], ['ember', 'fire'], ['flamethrower', 'fire'], ['strength', 'normal'], ['solar-beam', 'grass'], ['fire-spin', 'fire'], ['dig', 'ground'], ['toxic', 'poison'], ['rage', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['fire-blast', 'fire'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['flame-wheel', 'fire'], ['snore', 'normal'], ['protect', 'normal'], ['belly-drum', 'normal'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['yawn', 'normal'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['overheat', 'fire'], ['rock-tomb', 'rock'], ['extrasensory', 'psychic'], ['hammer-arm', 'fighting'], ['gyro-ball', 'steel'], ['u-turn', 'bug'], ['fling', 'dark'], ['flare-blitz', 'fire'], ['fire-fang', 'fire'], ['zen-headbutt', 'psychic'], ['grass-knot', 'grass'], ['flame-charge', 'fire'], ['round', 'normal'], ['incinerate', 'fire'], ['work-up', 'normal'], ['confide', 'normal'], ['power-up-punch', 'fighting']]",70,90,45,15,45,50
555,darmanitan-standard,fire,,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['mega-kick', 'normal'], ['headbutt', 'normal'], ['tackle', 'normal'], ['body-slam', 'normal'], ['thrash', 'normal'], ['bite', 'dark'], ['roar', 'normal'], ['ember', 'fire'], ['flamethrower', 'fire'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['fire-spin', 'fire'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['psychic', 'psychic'], ['rage', 'normal'], ['double-team', 'normal'], ['focus-energy', 'normal'], ['fire-blast', 'fire'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['reversal', 'fighting'], ['protect', 'normal'], ['belly-drum', 'normal'], ['endure', 'normal'], ['rollout', 'rock'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['encore', 'normal'], ['hidden-power', 'normal'], ['sunny-day', 'fire'], ['future-sight', 'psychic'], ['rock-smash', 'fighting'], ['uproar', 'normal'], ['heat-wave', 'fire'], ['torment', 'dark'], ['will-o-wisp', 'fire'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['trick', 'psychic'], ['superpower', 'fighting'], ['brick-break', 'fighting'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['overheat', 'fire'], ['rock-tomb', 'rock'], ['iron-defense', 'steel'], ['bulk-up', 'fighting'], ['hammer-arm', 'fighting'], ['gyro-ball', 'steel'], ['u-turn', 'bug'], ['payback', 'dark'], ['fling', 'dark'], ['power-swap', 'psychic'], ['guard-swap', 'psychic'], ['flare-blitz', 'fire'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['fire-fang', 'fire'], ['zen-headbutt', 'psychic'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['grass-knot', 'grass'], ['smack-down', 'rock'], ['flame-charge', 'fire'], ['round', 'normal'], ['incinerate', 'fire'], ['bulldoze', 'ground'], ['work-up', 'normal'], ['confide', 'normal'], ['mystical-fire', 'fire'], ['power-up-punch', 'fighting'], ['laser-focus', 'normal'], ['body-press', 'fighting'], ['expanding-force', 'psychic'], ['burning-jealousy', 'fire'], ['lash-out', 'dark']]",105,140,55,30,55,95
556,maractus,grass,,"[['pin-missile', 'bug'], ['peck', 'flying'], ['absorb', 'grass'], ['mega-drain', 'grass'], ['leech-seed', 'grass'], ['growth', 'normal'], ['solar-beam', 'grass'], ['petal-dance', 'grass'], ['toxic', 'poison'], ['screech', 'normal'], ['double-team', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['snore', 'normal'], ['cotton-spore', 'grass'], ['protect', 'normal'], ['spikes', 'ground'], ['giga-drain', 'grass'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['sweet-scent', 'normal'], ['synthesis', 'grass'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['uproar', 'normal'], ['facade', 'normal'], ['nature-power', 'normal'], ['helping-hand', 'normal'], ['ingrain', 'grass'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['secret-power', 'normal'], ['needle-arm', 'grass'], ['hyper-voice', 'normal'], ['weather-ball', 'normal'], ['grass-whistle', 'grass'], ['bullet-seed', 'grass'], ['aerial-ace', 'flying'], ['bounce', 'flying'], ['acupressure', 'normal'], ['assurance', 'dark'], ['worry-seed', 'grass'], ['sucker-punch', 'dark'], ['poison-jab', 'poison'], ['seed-bomb', 'grass'], ['drain-punch', 'fighting'], ['energy-ball', 'grass'], ['leaf-storm', 'grass'], ['grass-knot', 'grass'], ['wood-hammer', 'grass'], ['after-you', 'normal'], ['round', 'normal'], ['cotton-guard', 'grass'], ['petal-blizzard', 'grass'], ['grassy-terrain', 'grass'], ['confide', 'normal'], ['spiky-shield', 'grass'], ['throat-chop', 'dark'], ['grassy-glide', 'grass']]",75,86,67,106,67,60
557,dwebble,bug,rock,"[['swords-dance', 'normal'], ['cut', 'normal'], ['sand-attack', 'ground'], ['counter', 'fighting'], ['strength', 'normal'], ['solar-beam', 'grass'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['double-team', 'normal'], ['withdraw', 'water'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['snore', 'normal'], ['curse', 'ghost'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['spikes', 'ground'], ['sandstorm', 'rock'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['nature-power', 'normal'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['sand-tomb', 'ground'], ['aerial-ace', 'flying'], ['iron-defense', 'steel'], ['block', 'normal'], ['rock-blast', 'rock'], ['rock-polish', 'rock'], ['poison-jab', 'poison'], ['night-slash', 'dark'], ['x-scissor', 'bug'], ['shadow-claw', 'ghost'], ['rock-wrecker', 'rock'], ['stone-edge', 'rock'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['hone-claws', 'dark'], ['wide-guard', 'rock'], ['smack-down', 'rock'], ['round', 'normal'], ['shell-smash', 'normal'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['rototiller', 'ground'], ['confide', 'normal'], ['skitter-smack', 'bug']]",50,65,85,35,35,55
558,crustle,bug,rock,"[['swords-dance', 'normal'], ['cut', 'normal'], ['sand-attack', 'ground'], ['hyper-beam', 'normal'], ['strength', 'normal'], ['solar-beam', 'grass'], ['earthquake', 'ground'], ['dig', 'ground'], ['toxic', 'poison'], ['double-team', 'normal'], ['withdraw', 'water'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['slash', 'normal'], ['substitute', 'normal'], ['snore', 'normal'], ['flail', 'normal'], ['protect', 'normal'], ['feint-attack', 'dark'], ['spikes', 'ground'], ['sandstorm', 'rock'], ['endure', 'normal'], ['swagger', 'normal'], ['fury-cutter', 'bug'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['hidden-power', 'normal'], ['rock-smash', 'fighting'], ['facade', 'normal'], ['nature-power', 'normal'], ['knock-off', 'dark'], ['secret-power', 'normal'], ['rock-tomb', 'rock'], ['sand-tomb', 'ground'], ['aerial-ace', 'flying'], ['iron-defense', 'steel'], ['block', 'normal'], ['rock-blast', 'rock'], ['rock-polish', 'rock'], ['poison-jab', 'poison'], ['x-scissor', 'bug'], ['giga-impact', 'normal'], ['shadow-claw', 'ghost'], ['rock-wrecker', 'rock'], ['stone-edge', 'rock'], ['stealth-rock', 'rock'], ['bug-bite', 'bug'], ['hone-claws', 'dark'], ['smack-down', 'rock'], ['heavy-slam', 'steel'], ['round', 'normal'], ['shell-smash', 'normal'], ['struggle-bug', 'bug'], ['bulldoze', 'ground'], ['confide', 'normal'], ['solar-blade', 'grass'], ['stomping-tantrum', 'ground'], ['body-press', 'fighting'], ['meteor-beam', 'rock'], ['skitter-smack', 'bug']]",70,105,125,65,75,45
559,scraggy,dark,fighting,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['roar', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['double-team', 'normal'], ['amnesia', 'psychic'], ['high-jump-kick', 'fighting'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['super-fang', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['feint-attack', 'dark'], ['sludge-bomb', 'poison'], ['detect', 'fighting'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['beat-up', 'dark'], ['fake-out', 'normal'], ['uproar', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['rock-tomb', 'rock'], ['iron-defense', 'steel'], ['dragon-claw', 'dragon'], ['bulk-up', 'fighting'], ['dragon-dance', 'dragon'], ['close-combat', 'fighting'], ['payback', 'dark'], ['assurance', 'dark'], ['fling', 'dark'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['dragon-pulse', 'dragon'], ['drain-punch', 'fighting'], ['focus-blast', 'fighting'], ['zen-headbutt', 'psychic'], ['rock-climb', 'normal'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['grass-knot', 'grass'], ['head-smash', 'rock'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['acid-spray', 'poison'], ['foul-play', 'dark'], ['round', 'normal'], ['chip-away', 'normal'], ['quick-guard', 'fighting'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['dragon-tail', 'dragon'], ['work-up', 'normal'], ['dual-chop', 'dragon'], ['snarl', 'dark'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['lash-out', 'dark'], ['coaching', 'fighting'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['upper-hand', 'fighting']]",50,75,70,35,70,48
560,scrafty,dark,fighting,"[['mega-punch', 'normal'], ['fire-punch', 'fire'], ['ice-punch', 'ice'], ['thunder-punch', 'electric'], ['swords-dance', 'normal'], ['mega-kick', 'normal'], ['sand-attack', 'ground'], ['headbutt', 'normal'], ['body-slam', 'normal'], ['take-down', 'normal'], ['double-edge', 'normal'], ['leer', 'normal'], ['roar', 'normal'], ['hyper-beam', 'normal'], ['low-kick', 'fighting'], ['counter', 'fighting'], ['strength', 'normal'], ['dig', 'ground'], ['toxic', 'poison'], ['double-team', 'normal'], ['metronome', 'normal'], ['amnesia', 'psychic'], ['high-jump-kick', 'fighting'], ['rest', 'psychic'], ['rock-slide', 'rock'], ['super-fang', 'normal'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['curse', 'ghost'], ['reversal', 'fighting'], ['spite', 'ghost'], ['protect', 'normal'], ['scary-face', 'normal'], ['feint-attack', 'dark'], ['sludge-bomb', 'poison'], ['detect', 'fighting'], ['outrage', 'dragon'], ['endure', 'normal'], ['swagger', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['encore', 'normal'], ['iron-tail', 'steel'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['sunny-day', 'fire'], ['crunch', 'dark'], ['rock-smash', 'fighting'], ['beat-up', 'dark'], ['fake-out', 'normal'], ['uproar', 'normal'], ['torment', 'dark'], ['facade', 'normal'], ['focus-punch', 'fighting'], ['taunt', 'dark'], ['helping-hand', 'normal'], ['revenge', 'fighting'], ['brick-break', 'fighting'], ['knock-off', 'dark'], ['endeavor', 'normal'], ['snatch', 'dark'], ['secret-power', 'normal'], ['fake-tears', 'dark'], ['rock-tomb', 'rock'], ['iron-defense', 'steel'], ['dragon-claw', 'dragon'], ['bulk-up', 'fighting'], ['dragon-dance', 'dragon'], ['close-combat', 'fighting'], ['payback', 'dark'], ['assurance', 'dark'], ['fling', 'dark'], ['poison-jab', 'poison'], ['dark-pulse', 'dark'], ['dragon-pulse', 'dragon'], ['drain-punch', 'fighting'], ['focus-blast', 'fighting'], ['giga-impact', 'normal'], ['zen-headbutt', 'psychic'], ['rock-climb', 'normal'], ['iron-head', 'steel'], ['stone-edge', 'rock'], ['grass-knot', 'grass'], ['head-smash', 'rock'], ['smack-down', 'rock'], ['low-sweep', 'fighting'], ['acid-spray', 'poison'], ['foul-play', 'dark'], ['round', 'normal'], ['chip-away', 'normal'], ['quick-guard', 'fighting'], ['incinerate', 'fire'], ['retaliate', 'normal'], ['dragon-tail', 'dragon'], ['work-up', 'normal'], ['dual-chop', 'dragon'], ['snarl', 'dark'], ['confide', 'normal'], ['power-up-punch', 'fighting'], ['throat-chop', 'dark'], ['lash-out', 'dark'], ['coaching', 'fighting'], ['tera-blast', 'normal'], ['trailblaze', 'grass'], ['upper-hand', 'fighting']]",65,90,115,45,115,58
561,sigilyph,psychic,flying,"[['gust', 'flying'], ['whirlwind', 'normal'], ['fly', 'flying'], ['ice-beam', 'ice'], ['psybeam', 'psychic'], ['hyper-beam', 'normal'], ['solar-beam', 'grass'], ['thunder-wave', 'electric'], ['toxic', 'poison'], ['confusion', 'psychic'], ['psychic', 'psychic'], ['hypnosis', 'psychic'], ['double-team', 'normal'], ['light-screen', 'psychic'], ['reflect', 'psychic'], ['mirror-move', 'flying'], ['swift', 'normal'], ['dream-eater', 'psychic'], ['sky-attack', 'flying'], ['flash', 'normal'], ['psywave', 'psychic'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['snore', 'normal'], ['protect', 'normal'], ['icy-wind', 'ice'], ['endure', 'normal'], ['swagger', 'normal'], ['steel-wing', 'steel'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['psych-up', 'normal'], ['ancient-power', 'rock'], ['shadow-ball', 'ghost'], ['future-sight', 'psychic'], ['heat-wave', 'fire'], ['facade', 'normal'], ['trick', 'psychic'], ['magic-coat', 'psychic'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['secret-power', 'normal'], ['air-cutter', 'flying'], ['cosmic-power', 'psychic'], ['signal-beam', 'bug'], ['aerial-ace', 'flying'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['roost', 'flying'], ['gravity', 'psychic'], ['miracle-eye', 'psychic'], ['pluck', 'flying'], ['tailwind', 'flying'], ['psycho-shift', 'psychic'], ['power-swap', 'psychic'], ['dark-pulse', 'dark'], ['air-slash', 'flying'], ['energy-ball', 'grass'], ['giga-impact', 'normal'], ['psycho-cut', 'psychic'], ['zen-headbutt', 'psychic'], ['flash-cannon', 'steel'], ['defog', 'flying'], ['trick-room', 'psychic'], ['charge-beam', 'electric'], ['psyshock', 'psychic'], ['telekinesis', 'psychic'], ['magic-room', 'psychic'], ['smack-down', 'rock'], ['synchronoise', 'psychic'], ['round', 'normal'], ['stored-power', 'psychic'], ['confide', 'normal'], ['dazzling-gleam', 'fairy'], ['speed-swap', 'psychic'], ['expanding-force', 'psychic'], ['dual-wingbeat', 'flying']]",72,58,80,103,80,97
562,yamask,ghost,,"[['disable', 'normal'], ['toxic', 'poison'], ['psychic', 'psychic'], ['night-shade', 'ghost'], ['double-team', 'normal'], ['haze', 'ice'], ['dream-eater', 'psychic'], ['flash', 'normal'], ['rest', 'psychic'], ['substitute', 'normal'], ['thief', 'dark'], ['nightmare', 'ghost'], ['snore', 'normal'], ['curse', 'ghost'], ['spite', 'ghost'], ['protect', 'normal'], ['destiny-bond', 'ghost'], ['endure', 'normal'], ['swagger', 'normal'], ['mean-look', 'normal'], ['attract', 'normal'], ['sleep-talk', 'normal'], ['return', 'normal'], ['frustration', 'normal'], ['safeguard', 'normal'], ['pain-split', 'normal'], ['hidden-power', 'normal'], ['rain-dance', 'water'], ['psych-up', 'normal'], ['shadow-ball', 'ghost'], ['will-o-wisp', 'fire'], ['memento', 'dark'], ['facade', 'normal'], ['trick', 'psychic'], ['role-play', 'psychic'], ['magic-coat', 'psychic'], ['knock-off', 'dark'], ['skill-swap', 'psychic'], ['imprison', 'psychic'], ['grudge', 'ghost'], ['snatch', 'dark'], ['secret-power', 'normal'], ['astonish', 'ghost'], ['fake-tears', 'dark'], ['iron-defense', 'steel'], ['block', 'normal'], ['calm-mind', 'psychic'], ['shock-wave', 'electric'], ['payback', 'dark'], ['embargo', 'dark'], ['heal-block', 'psychic'], ['toxic-spikes', 'poison'], ['dark-pulse', 'dark'], ['energy-ball', 'grass'], ['nasty-plot', 'dark'], ['zen-headbutt', 'psychic'], ['trick-room', 'psychic'], ['ominous-wind', 'ghost'], ['guard-split', 'psychic'], ['power-split', 'psychic'], ['wonder-room', 'psychic'], ['telekinesis', 'psychic'], ['after-you', 'normal'], ['round', 'normal'], ['ally-switch', 'psychic'], ['hex', 'ghost'], ['crafty-shield', 'fairy'], ['confide', 'normal'], ['infestation', 'bug'], ['poltergeist', 'ghost']]",38,30,85,55,65,30
